;Vertex,頂点Index,位置_x,位置_y,位置_z,法線_x,法線_y,法線_z,エッジ倍率,UV_u,UV_v,追加UV1_x,追加UV1_y,追加UV1_z,追加UV1_w,追加UV2_x,追加UV2_y,追加UV2_z,追加UV2_w,追加UV3_x,追加UV3_y,追加UV3_z,追加UV3_w,追加UV4_x,追加UV4_y,追加UV4_z,追加UV4_w,ウェイト変形タイプ(0:BDEF1/1:BDEF2/2:BDEF4/3:SDEF/4:QDEF),ウェイト1_ボーン名,ウェイト1_ウェイト値,ウェイト2_ボーン名,ウェイト2_ウェイト値,ウェイト3_ボーン名,ウェイト3_ウェイト値,ウェイト4_ボーン名,ウェイト4_ウェイト値,C_x,C_y,C_z,R0_x,R0_y,R0_z,R1_x,R1_y,R1_z
Vertex,1096,0.4117959,16.62543,-1.096411,0.2782919,-0.352812,-0.8933517,1,0.72199,0.49849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1097,-0.4384879,16.84498,-1.150461,-0.3006661,-0.2617193,-0.9171166,1,0.756,0.25842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1098,-0.4448972,16.72311,-1.12442,-0.3007921,-0.2691802,-0.9149132,1,0.756,0.39089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1099,-0.462964,16.7273,-1.119696,-0.3026104,-0.2688868,-0.9143997,1,0.73759,0.38835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1100,-0.4802535,16.73592,-1.116491,-0.3043333,-0.2684345,-0.9139607,1,0.71989,0.38081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1101,-0.4961393,16.74866,-1.114927,-0.3059446,-0.2677876,-0.9136125,1,0.70358,0.36857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1102,-0.510042,16.76498,-1.11504,-0.307345,-0.2669188,-0.9133965,1,0.68928,0.35209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1103,-0.5214396,16.78429,-1.116828,-0.3083898,-0.2658414,-0.9133587,1,0.67754,0.33202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1104,-0.5298736,16.80587,-1.120235,-0.3090145,-0.264618,-0.9135027,1,0.66882,0.30912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1105,-0.5350021,16.82884,-1.125129,-0.3092579,-0.2633188,-0.9137959,1,0.66345,0.28427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1106,-0.5365828,16.85234,-1.131335,-0.3091176,-0.2619986,-0.9142226,1,0.66164,0.25842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1107,-0.534512,16.87545,-1.138627,-0.3086059,-0.2607188,-0.9147611,1,0.66345,0.23258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1108,-0.5288167,16.89729,-1.146744,-0.3078658,-0.2595275,-0.9153492,1,0.66882,0.20773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1109,-0.5196813,16.91702,-1.155384,-0.3069638,-0.2584437,-0.9159585,1,0.67754,0.18483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1110,-0.5074211,16.93385,-1.16422,-0.3059297,-0.2574543,-0.916583,1,0.68928,0.16476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1111,-0.4925085,16.94714,-1.172915,-0.3047677,-0.256603,-0.9172086,1,0.70358,0.14828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1112,-0.4755222,16.95642,-1.181141,-0.3034771,-0.2559631,-0.917815,1,0.71989,0.13604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1113,-0.4571396,16.96129,-1.188562,-0.3020459,-0.2556044,-0.918387,1,0.73759,0.1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1114,-0.4381078,16.96159,-1.194887,-0.3005289,-0.2555942,-0.9188873,1,0.756,0.12596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1115,-0.419203,16.95731,-1.199861,-0.2990614,-0.2559423,-0.9192691,1,0.77441,0.1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1116,-0.4012068,16.94861,-1.203276,-0.2976708,-0.2566255,-0.91953,1,0.79211,0.13604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1117,-0.3848486,16.93583,-1.204981,-0.2963786,-0.2575756,-0.9196817,1,0.80843,0.14828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1118,-0.3707795,16.91948,-1.204918,-0.2952449,-0.2586943,-0.9197324,1,0.82273,0.16476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1119,-0.3595468,16.90019,-1.20308,-0.2942543,-0.2599123,-0.9197064,1,0.83446,0.18483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1120,-0.3515865,16.87867,-1.199532,-0.2933972,-0.2611956,-0.9196167,1,0.84318,0.20773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1121,-0.3471664,16.85576,-1.194427,-0.2927001,-0.2625578,-0.9194509,1,0.84855,0.23258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1122,-0.3464172,16.83235,-1.187974,-0.2922852,-0.2639386,-0.9191875,1,0.85037,0.25843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1123,-0.349325,16.80933,-1.180432,-0.2921939,-0.2652792,-0.9188306,1,0.84855,0.28427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1124,-0.3557265,16.78756,-1.172103,-0.292433,-0.2665316,-0.918392,1,0.84318,0.30912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1125,-0.3653341,16.76789,-1.163324,-0.2930999,-0.2676093,-0.9178659,1,0.83446,0.33202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1126,-0.3777602,16.75108,-1.15444,-0.2941837,-0.2684352,-0.9172778,1,0.82273,0.35209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1127,-0.3925072,16.73776,-1.145794,-0.295603,-0.2689848,-0.9166603,1,0.80843,0.36857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1128,-0.4090214,16.72843,-1.137708,-0.2972401,-0.2692744,-0.9160456,1,0.79211,0.38081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1129,-0.4266965,16.72349,-1.130498,-0.2989819,-0.2693186,-0.9154657,1,0.77441,0.38835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1130,-0.4447667,16.62464,-1.085375,-0.3009779,-0.3518836,-0.8863353,1,0.756,0.50319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1131,-0.4774946,16.63234,-1.076845,-0.3235364,-0.3475995,-0.8800561,1,0.72199,0.49849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1132,-0.5088872,16.6482,-1.071091,-0.3449997,-0.3401335,-0.8748055,1,0.68928,0.48456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1133,-0.5378765,16.67167,-1.0683,-0.3644903,-0.3298002,-0.8708494,1,0.65913,0.46194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1134,-0.5634366,16.70185,-1.068554,-0.3812052,-0.3169721,-0.8684533,1,0.63271,0.4315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1135,-0.5846221,16.73756,-1.071826,-0.3945552,-0.3020464,-0.86781,1,0.61102,0.39441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1136,-0.600575,16.77744,-1.078005,-0.4040654,-0.2856065,-0.8689995,1,0.59491,0.35209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1137,-0.610606,16.81995,-1.086881,-0.4095481,-0.2682404,-0.871962,1,0.58499,0.30618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1138,-0.6141808,16.86344,-1.098153,-0.410804,-0.2505195,-0.8766299,1,0.58164,0.25843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1139,-0.6110067,16.90622,-1.111434,-0.4077287,-0.2331055,-0.8828473,1,0.58499,0.21067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1140,-0.6010373,16.94663,-1.126267,-0.4005893,-0.216686,-0.890267,1,0.59491,0.16476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1141,-0.5845292,16.98309,-1.142116,-0.3896801,-0.2019081,-0.8985447,1,0.61102,0.12244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1142,-0.5620092,17.01421,-1.158405,-0.3754728,-0.189357,-0.907284,1,0.63271,0.08535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1143,-0.5343221,17.03879,-1.174518,-0.3585565,-0.1795969,-0.916069,1,0.65913,0.05491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1144,-0.5025598,17.05587,-1.189822,-0.3394773,-0.1730324,-0.924562,1,0.68928,0.03229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1145,-0.4680388,17.06482,-1.203701,-0.3189304,-0.1699641,-0.9324139,1,0.72199,0.01836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1146,-0.4322217,17.0653,-1.215584,-0.2976839,-0.1705853,-0.9393003,1,0.756,0.01366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1147,-0.3966437,17.05731,-1.224964,-0.2764836,-0.1748769,-0.9449735,1,0.79002,0.01836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1148,-0.3628348,17.04119,-1.231438,-0.2560267,-0.1826895,-0.9492497,1,0.82273,0.03229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1149,-0.3322332,17.01755,-1.23471,-0.2370599,-0.1936644,-0.9519961,1,0.85287,0.05491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1150,-0.3061061,16.98731,-1.234624,-0.2203217,-0.2073179,-0.953141,1,0.8793,0.08535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1151,-0.2854914,16.95166,-1.231183,-0.206361,-0.2231215,-0.9526972,1,0.90098,0.12244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1152,-0.2711489,16.91195,-1.224523,-0.1957708,-0.2403806,-0.9507318,1,0.91709,0.16476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1153,-0.2635318,16.8697,-1.214929,-0.1890406,-0.2583929,-0.9473631,1,0.92702,0.21067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1154,-0.2628059,16.8265,-1.202807,-0.1865834,-0.2764286,-0.9427481,1,0.93037,0.25843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1155,-0.2688276,16.78403,-1.188678,-0.188463,-0.293768,-0.9371138,1,0.92702,0.30618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1156,-0.2812131,16.74387,-1.173126,-0.1945523,-0.3097918,-0.9306872,1,0.91709,0.35209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1157,-0.2993374,16.70758,-1.156797,-0.204826,-0.3239448,-0.9236374,1,0.90098,0.39441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1158,-0.3224196,16.67652,-1.140339,-0.218952,-0.3356799,-0.9161763,1,0.8793,0.4315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1159,-0.3495412,16.65188,-1.124395,-0.2363611,-0.3445801,-0.9085141,1,0.85287,0.46194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1160,-0.3796885,16.63462,-1.109573,-0.2564221,-0.3503793,-0.900823,1,0.82273,0.48456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1161,-0.4117959,16.62543,-1.096411,-0.2782836,-0.3528335,-0.8933458,1,0.79002,0.49849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1162,0.4446509,16.8396,-1.169255,0.3006882,-0.2628753,-0.9167787,1,0.56976,0.6603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
